PDB ID,-log(Kd/Ki),set
4jht,4.99,general
4qc1,4.99,general
4tsx,4.99,general
4xqa,4.99,general
5v8p,4.99,general
6o68,4.99,general
1cp6,5.0,general
1f8a,5.0,general
1fgi,5.0,general
1fv9,5.0,general
1gsf,5.0,general
1hqf,5.0,general
1i6v,5.0,general
1ih0,5.0,general
1inf,5.0,general
1jm4,5.0,general
1jpl,5.0,general
1kr3,5.0,general
1nnb,5.0,general
1oai,5.0,general
1pip,5.0,general
1r6z,5.0,general
1sbr,5.0,general
1sts,5.0,general
1uvu,5.0,general
1w2h,5.0,general
1yid,5.0,general
1zhl,5.0,general
2aig,5.0,general
2bgd,5.0,general
2jqi,5.0,general
2kbs,5.0,general
2qcn,5.0,general
2w6u,5.0,general
2w76,5.0,general
2y6c,5.0,general
3d1g,5.0,general
3dkg,5.0,general
3dp1,5.0,general
3dvp,5.0,general
3ezr,5.0,general
3new,5.0,general
3omc,5.0,general
3pax,5.0,general
3sv9,5.0,general
3ufa,5.0,general
3uii,5.0,general
3uqg,5.0,general
3vbv,5.0,general
4b78,5.0,general
4cts,5.0,general
4g11,5.0,general
4iu4,5.0,general
4lv4,5.0,general
4mdt,5.0,general
4mw7,5.0,general
4n5g,5.0,general
4n8r,5.0,general
4o62,5.0,general
4o7c,5.0,general
4oi6,5.0,general
4p74,5.0,general
4pnq,5.0,general
4rn1,5.0,general
4waf,5.0,general
4xbb,5.0,general
4xsx,5.0,general
4zh2,5.0,general
4zsg,5.0,general
4zsl,5.0,general
5aux,5.0,general
5c7e,5.0,general
5dl1,5.0,general
5iui,5.0,general
5lj2,5.0,general
5lpj,5.0,general
5myl,5.0,general
5nkk,5.0,general
5nq5,5.0,general
5o3r,5.0,general
5wi1,5.0,general
5zgg,5.0,general
5zhj,5.0,general
6axj,5.0,general
6bto,5.0,general
6ft7,5.0,general
6g7f,5.0,general
6g8l,5.0,general
6huv,5.0,general
6qh9,5.0,general
6qrg,5.0,general
2i1r,5.01,general
3ads,5.01,general
3mxs,5.01,general
3tfk,5.01,general
3uda,5.01,general
4btb,5.01,general
4dds,5.01,general
4m5g,5.01,general
4qz4,5.01,general
4u4x,5.01,general
4uzh,5.01,general
4yyl,5.01,general
5am2,5.01,general
5fom,5.01,general
5ick,5.01,general
6njz,5.01,general
1fsg,5.02,general
1u9l,5.02,general
2cct,5.02,general
2m3m,5.02,general
2or4,5.02,general
2wji,5.02,general
3smq,5.02,general
4dow,5.02,general
4est,5.02,general
4l7r,5.02,general
4mz6,5.02,general
4nro,5.02,general
4rlk,5.02,general
4rll,5.02,general
4w4s,5.02,general
5d1s,5.02,general
5du6,5.02,general
5ff6,5.02,general
5iok,5.02,general
6hbm,5.02,general
2qt5,5.03,general
3aje,5.03,general
3rdh,5.03,general
4jjq,5.03,general
4rcg,5.03,general
4trz,5.03,general
4y6s,5.03,general
4y7r,5.03,general
4yat,5.03,general
5huy,5.03,general
5mlw,5.03,general
5nyz,5.03,general
5nz2,5.03,general
5wio,5.03,general
5x4p,5.03,general
6b27,5.03,general
6bhd,5.03,general
6emu,5.03,general
6fby,5.03,general
6fmi,5.03,general
6mo7,5.03,general
1m5d,5.04,general
2h2g,5.04,general
2jmj,5.04,general
2oht,5.04,general
2w85,5.04,general
2wmv,5.04,general
3v4j,5.04,general
4dgr,5.04,general
4jaz,5.04,general
4lph,5.04,general
4uu5,5.04,general
4yp1,5.04,general
4yuz,5.04,general
4z7n,5.04,general
4z7o,5.04,general
5loh,5.04,general
5xyy,5.04,general
6ajx,5.04,general
6ayn,5.04,general
6cyi,5.04,general
1gi8,5.05,general
1uu8,5.05,general
2brc,5.05,general
2n9e,5.05,general
3fpm,5.05,general
3hxd,5.05,general
3s2o,5.05,general
3sxu,5.05,general
3uzd,5.05,general
3zjc,5.05,general
4c94,5.05,general
4fmq,5.05,general
4ie7,5.05,general
4kvm,5.05,general
4oeg,5.05,general
4pnw,5.05,general
4wci,5.05,general
4y2y,5.05,general
5acx,5.05,general
5auw,5.05,general
5f29,5.05,general
5lb7,5.05,general
5nxy,5.05,general
5ok6,5.05,general
5xhs,5.05,general
5xvk,5.05,general
5xvq,5.05,general
6agp,5.05,general
6b67,5.05,general
6bmi,5.05,general
6da1,5.05,general
6dat,5.05,general
6eww,5.05,general
6r1k,5.05,general
2h6k,5.06,general
2ipo,5.06,general
2vwf,5.06,general
3p9h,5.06,general
4cfx,5.06,general
4ebw,5.06,general
4j7i,5.06,general
5ega,5.06,general
5h14,5.06,general
5i0b,5.06,general
5icy,5.06,general
5luu,5.06,general
5ops,5.06,general
5tri,5.06,general
5vjn,5.06,general
2i7c,5.07,general
3axm,5.07,general
3r00,5.07,general
4eok,5.07,general
4f8j,5.07,general
4yab,5.07,general
5ak3,5.07,general
5dg6,5.07,general
5j7j,5.07,general
5l87,5.07,general
6axp,5.07,general
6dik,5.07,general
6dq6,5.07,general
6fym,5.07,general
6i76,5.07,general
6nnr,5.07,general
3efr,5.08,general
3m94,5.08,general
3nw5,5.08,general
3qsb,5.08,general
3qyy,5.08,general
3snd,5.08,general
3w2o,5.08,general
4drk,5.08,general
4ie0,5.08,general
4mho,5.08,general
4ock,5.08,general
4ocv,5.08,general
4od7,5.08,general
4twd,5.08,general
4xx9,5.08,general
4z2h,5.08,general
5gmj,5.08,general
5i13,5.08,general
5j32,5.08,general
5trh,5.08,general
6jid,5.08,general
1yyy,5.09,general
1zkl,5.09,general
2y1o,5.09,general
2yk9,5.09,general
3hbo,5.09,general
3o4l,5.09,general
3w2p,5.09,general
4c72,5.09,general
4cq0,5.09,general
4f6x,5.09,general
4qvy,5.09,general
4r4q,5.09,general
4utv,5.09,general
4x3u,5.09,general
4xpj,5.09,general
5h5s,5.09,general
5hkh,5.09,general
5jmx,5.09,general
6e86,5.09,general
1b9t,5.1,general
1m6p,5.1,general
1o0o,5.1,general
1rlp,5.1,general
1rlq,5.1,general
1t4j,5.1,general
1v0m,5.1,general
1vj6,5.1,general
1x8s,5.1,general
1yvx,5.1,general
1zaj,5.1,general
2am2,5.1,general
2d1x,5.1,general
2h5a,5.1,general
2m41,5.1,general
2pnx,5.1,general
2qrq,5.1,general
2r02,5.1,general
3bxs,5.1,general
3h22,5.1,general
3nif,5.1,general
3qw8,5.1,general
3syr,5.1,general
3u3f,5.1,general
3ujb,5.1,general
3vp2,5.1,general
3zvy,5.1,general
4b77,5.1,general
4cdr,5.1,general
4ejf,5.1,general
4h3q,5.1,general
4iho,5.1,general
4qsh,5.1,general
4qsk,5.1,general
4qvn,5.1,general
4rkx,5.1,general
4rn6,5.1,general
4tk3,5.1,general
4tk4,5.1,general
4ux9,5.1,general
4ydf,5.1,general
5f39,5.1,general
5iv2,5.1,general
5q1h,5.1,general
5xhr,5.1,general
6ap8,5.1,general
6c9q,5.1,general
6hoi,5.1,general
6hrx,5.1,general
2h6q,5.11,general
3gpj,5.11,general
3hnb,5.11,general
4b6u,5.11,general
4e49,5.11,general
4em7,5.11,general
4gly,5.11,general
5c7d,5.11,general
5lbq,5.11,general
5lm6,5.11,general
5ngf,5.11,general
5ogk,5.11,general
5szb,5.11,general
5vqu,5.11,general
5y0x,5.11,general
6f0y,5.11,general
6mtv,5.11,general
6n7y,5.11,general
2i5f,5.12,general
2y8o,5.12,general
2yjw,5.12,general
2yjx,5.12,general
3bki,5.12,general
3hb8,5.12,general
3kad,5.12,general
3n2c,5.12,general
3nkx,5.12,general
3tu9,5.12,general
4ay6,5.12,general
4bio,5.12,general
4gj6,5.12,general
4kiw,5.12,general
4m5n,5.12,general
4pci,5.12,general
4zed,5.12,general
5d1w,5.12,general
5vsb,5.12,general
5wkm,5.12,general
5y1u,5.12,general
6bh8,5.12,general
6o3w,5.12,general
1gcz,5.13,general
1hti,5.13,general
2kwn,5.13,general
2x4t,5.13,general
3aza,5.13,general
3o8g,5.13,general
3wk4,5.13,general
4ezt,5.13,general
4flj,5.13,general
4l7c,5.13,general
4qms,5.13,general
5hda,5.13,general
1pmx,5.14,general
1w2x,5.14,general
1zzz,5.14,general
2hqu,5.14,general
2lct,5.14,general
2xi7,5.14,general
2zjv,5.14,general
3bls,5.14,general
3kr2,5.14,general
3pj2,5.14,general
3sow,5.14,general
3wuu,5.14,general
4aua,5.14,general
4bdj,5.14,general
4c1g,5.14,general
4iks,5.14,general
4qw0,5.14,general
4xjt,5.14,general
5btr,5.14,general
5q11,5.14,general
5xbt,5.14,general
5zh4,5.14,general
6b7c,5.14,general
6gw1,5.14,general
6gzl,5.14,general
6m8d,5.14,general
6mvx,5.14,general
6mx3,5.14,general
6qcg,5.14,general
1g6s,5.15,general
1kna,5.15,general
1ljt,5.15,general
1lkx,5.15,general
1mzs,5.15,general
1qxw,5.15,general
1skj,5.15,general
1t1s,5.15,general
2go4,5.15,general
2gtv,5.15,general
2knh,5.15,general
2o5d,5.15,general
2ooz,5.15,general
2r03,5.15,general
2r05,5.15,general
2xrw,5.15,general
2xs0,5.15,general
3b95,5.15,general
3e6k,5.15,general
3l5c,5.15,general
3msl,5.15,general
3n49,5.15,general
3p8e,5.15,general
3udn,5.15,general
4b83,5.15,general
4pce,5.15,general
4qip,5.15,general
4qvv,5.15,general
4qzw,5.15,general
4w9e,5.15,general
5alw,5.15,general
5djp,5.15,general
5gp7,5.15,general
5kqg,5.15,general
5mwz,5.15,general
5oai,5.15,general
5vew,5.15,general
5xg4,5.15,general
5y2f,5.15,general
5zqu,5.15,general
6b95,5.15,general
6f8t,5.15,general
6jn5,5.15,general
6n7q,5.15,general
6n97,5.15,general
6ntb,5.15,general
1jqd,5.16,general
1oe0,5.16,general
1q1m,5.16,general
2ltv,5.16,general
2y2k,5.16,general
3ctr,5.16,general
3lqi,5.16,general
4fqo,5.16,general
5ow8,5.16,general
5th7,5.16,general
5v83,5.16,general
6jn3,5.16,general
6peg,5.16,general
6pnn,5.16,general
1q0b,5.17,general
2f5t,5.17,general
2ynn,5.17,general
3eht,5.17,general
3nzx,5.17,general
3rni,5.17,general
3tc5,5.17,general
3uvw,5.17,general
3wuv,5.17,general
4h3b,5.17,general
4kp4,5.17,general
4m5i,5.17,general
5diq,5.17,general
5fdz,5.17,general
5hm3,5.17,general
5svi,5.17,general
5ubg,5.17,general
6evo,5.17,general
6g8i,5.17,general
6hf5,5.17,general
6hwz,5.17,general
6ipk,5.17,general
6pnm,5.17,general
1xur,5.18,general
2p9a,5.18,general
2qrg,5.18,general
3iqv,5.18,general
3kag,5.18,general
4zs3,5.18,general
5tbp,5.18,general
6ar9,5.18,general
6dnp,5.18,general
6uvv,5.18,general
2c5o,5.19,general
2ko7,5.19,general
2lha,5.19,general
2mnz,5.19,general
2nxm,5.19,general
2xey,5.19,general
3kjn,5.19,general
3s1g,5.19,general
3t4p,5.19,general
3twr,5.19,general
3vfq,5.19,general
4fxf,5.19,general
4g0l,5.19,general
4m0z,5.19,general
4ono,5.19,general
4qok,5.19,general
5h21,5.19,general
6cj5,5.19,general
6dq5,5.19,general
6hv7,5.19,general
1kll,5.2,general
2pmn,5.2,general
3kqs,5.2,general
3qj0,5.2,general
3t7g,5.2,general
3tjm,5.2,general
3wk6,5.2,general
4b70,5.2,general
4bw2,5.2,general
4ezq,5.2,general
4lk6,5.2,general
4mk0,5.2,general
4qvq,5.2,general
5a7j,5.2,general
5aia,5.2,general
5emb,5.2,general
5f91,5.2,general
5g1p,5.2,general
5hg1,5.2,general
5lu2,5.2,general
5q10,5.2,general
6d1x,5.2,general
6oh2,5.2,general
6qhc,5.2,general
1ox9,5.21,general
1re1,5.21,general
2brg,5.21,general
2mlm,5.21,general
3b2t,5.21,general
3bcs,5.21,general
3ilq,5.21,general
3nsq,5.21,general
3qiz,5.21,general
3rth,5.21,general
3wqv,5.21,general
4h2m,5.21,general
4ifh,5.21,general
4mds,5.21,general
4qz2,5.21,general
5e0j,5.21,general
5mxr,5.21,general
5oje,5.21,general
5trk,5.21,general
5ty1,5.21,general
5wag,5.21,general
5x13,5.21,general
6a04,5.21,general
6asu,5.21,general
6f8b,5.21,general
6g84,5.21,general
6g85,5.21,general
6pvu,5.21,general
7prc,5.21,general
16pk,5.22,general
1f3j,5.22,general
1gi9,5.22,general
1gjd,5.22,general
1h1h,5.22,general
1irs,5.22,general
1pw6,5.22,general
1zz2,5.22,general
2gnf,5.22,general
2gnj,5.22,general
2koh,5.22,general
2qbx,5.22,general
2rfy,5.22,general
2xow,5.22,general
2xwy,5.22,general
3ds3,5.22,general
3h85,5.22,general
3ijz,5.22,general
3lq4,5.22,general
3n5j,5.22,general
3nti,5.22,general
3o6t,5.22,general
3osi,5.22,general
3udp,5.22,general
3vbw,5.22,general
4kup,5.22,general
4r5g,5.22,general
4z8d,5.22,general
5cgj,5.22,general
5dhs,5.22,general
5dkr,5.22,general
5ioy,5.22,general
5ksv,5.22,general
5u6k,5.22,general
6di0,5.22,general
6f4n,5.22,general
6ms1,5.22,general
6mtu,5.22,general
6p10,5.22,general
3dcq,5.23,general
3lc3,5.23,general
3pxy,5.23,general
3pxz,5.23,general
3wqw,5.23,general
4m5k,5.23,general
4mh7,5.23,general
4qp7,5.23,general
5ema,5.23,general
5tzo,5.23,general
5o5m,5.23,general
5ot3,5.23,general
5zms,5.23,general
6ert,5.23,general
6hvs,5.23,general
6ibv,5.23,general
6mxd,5.23,general
1hk5,5.24,general
1zrz,5.24,general
2k3w,5.24,general
2lsr,5.24,general
2qq7,5.24,general
2vgc,5.24,general
2vvt,5.24,general
3aw0,5.24,general
3e16,5.24,general
3m59,5.24,general
3mle,5.24,general
3mqf,5.24,general
3okh,5.24,general
3qck,5.24,general
3qxh,5.24,general
3r01,5.24,general
3rjc,5.24,general
3tz2,5.24,general
4drm,5.24,general
4drn,5.24,general
4e81,5.24,general
4f7j,5.24,general
4fk7,5.24,general
4j70,5.24,general
4o7e,5.24,general
4utx,5.24,general
4uua,5.24,general
4x6s,5.24,general
5d6q,5.24,general
5hjd,5.24,general
5n7x,5.24,general
6a9o,5.24,general
6cf6,5.24,general
6gxy,5.24,general
6iot,5.24,general
1okw,5.25,general
2pv3,5.25,general
2xl2,5.25,general
2xl3,5.25,general
3pj3,5.25,general
3tdj,5.25,general
3u1i,5.25,general
4flk,5.25,general
4j2c,5.25,general
4pkv,5.25,general
5du4,5.25,general
5nfa,5.25,general
5q17,5.25,general
5xup,5.25,general
5yie,5.25,general
6a03,5.25,general
6ccm,5.25,general
6d4w,5.25,general
6fc6,5.25,general
6qtm,5.25,general
1v0o,5.26,general
2brn,5.26,general
2oz6,5.26,general
2qft,5.26,general
2vcb,5.26,general
3sb0,5.26,general
3twx,5.26,general
4jaj,5.26,general
4l1u,5.26,general
4qz5,5.26,general
4r5x,5.26,general
4w9g,5.26,general
5a7i,5.26,general
5akz,5.26,general
5c7c,5.26,general
5iq6,5.26,general
5kxc,5.26,general
5vlk,5.26,general
6bcr,5.26,general
6fdp,5.26,general
6m8a,5.26,general
6q2y,5.26,general
1qca,5.27,general
2az5,5.27,general
2lsv,5.27,general
3bmo,5.27,general
3chp,5.27,general
3g2u,5.27,general
3sz9,5.27,general
3zrc,5.27,general
4pl4,5.27,general
4r6w,5.27,general
4r6x,5.27,general
4yzm,5.27,general
4zx6,5.27,general
5ir1,5.27,general
5mxo,5.27,general
5v5d,5.27,general
6cj1,5.27,general
1ckb,5.28,general
1kfy,5.28,general
1s5q,5.28,general
2uw4,5.28,general
2vip,5.28,general
2x2l,5.28,general
2yjq,5.28,general
3coj,5.28,general
3hxc,5.28,general
3t4h,5.28,general
3zmh,5.28,general
4gxl,5.28,general
4n9b,5.28,general
5e0m,5.28,general
5faq,5.28,general
5ief,5.28,general
5urj,5.28,general
5urm,5.28,general
5vqq,5.28,general
6d07,5.28,general
6ei4,5.28,general
6g0w,5.28,general
6sfc,5.28,general
1wum,5.29,general
2xzw,5.29,general
3che,5.29,general
3pcu,5.29,general
4fll,5.29,general
4mhs,5.29,general
4u0g,5.29,general
4wy1,5.29,general
5y59,5.29,general
5yls,5.29,general
6d08,5.29,general
6p5w,5.29,general
1di9,5.3,general
1g9a,5.3,general
1g9b,5.3,general
1g9c,5.3,general
1g9d,5.3,general
1jg0,5.3,general
1p4u,5.3,general
1pdq,5.3,general
1pr1,5.3,general
1v2h,5.3,general
1vyq,5.3,general
1w0x,5.3,general
1xbb,5.3,general
1yxd,5.3,general
2fsa,5.3,general
2gph,5.3,general
2ke1,5.3,general
2m3o,5.3,general
2o1v,5.3,general
2oyk,5.3,general
2vj1,5.3,general
2ww0,5.3,general
2zxb,5.3,general
3b9s,5.3,general
3btr,5.3,general
3ckr,5.3,general
3cpc,5.3,general
3ebb,5.3,general
3elj,5.3,general
3eql,5.3,general
3gpo,5.3,general
3hs8,5.3,general
3jzf,5.3,general
3jzi,5.3,general
3p8h,5.3,general
3ppo,5.3,general
3q2a,5.3,general
3r8u,5.3,general
3ri1,5.3,general
4dhu,5.3,general
4dx9,5.3,general
4e5i,5.3,general
4emt,5.3,general
4jvi,5.3,general
4mic,5.3,general
4nuf,5.3,general
4o55,5.3,general
4ob0,5.3,general
4oem,5.3,general
4wi1,5.3,general
4x1q,5.3,general
4xsy,5.3,general
4xue,5.3,general
4z0d,5.3,general
4z0e,5.3,general
5a85,5.3,general
5ajp,5.3,general
5bwb,5.3,general
5dah,5.3,general
5icz,5.3,general
5n16,5.3,general
5v3r,5.3,general
5vnb,5.3,general
5w19,5.3,general
5x9o,5.3,general
5yji,5.3,general
6fvn,5.3,general
6qha,5.3,general
3fcb,5.31,general
3m53,5.31,general
3v2o,5.31,general
4m3f,5.31,general
4mzk,5.31,general
4wvt,5.31,general
4x6k,5.31,general
5d0j,5.31,general
5j47,5.31,general
5km0,5.31,general
6ezi,5.31,general
1al8,5.32,general
1mqj,5.32,general
1oim,5.32,general
2f6z,5.32,general
2w9r,5.32,general
3rpy,5.32,general
3sqq,5.32,general
3tv5,5.32,general
3uig,5.32,general
3v3m,5.32,general
4h2j,5.32,general
4hbw,5.32,general
4m7y,5.32,general
4qag,5.32,general
4r07,5.32,general
4us4,5.32,general
4xjr,5.32,general
4yb6,5.32,general
5ayy,5.32,general
5ks7,5.32,general
5mlo,5.32,general
5t4u,5.32,general
6pno,5.32,general
6qmu,5.32,general
2n14,5.33,general
3ftq,5.33,general
3gjq,5.33,general
3hxe,5.33,general
3ml4,5.33,general
3rzi,5.33,general
3wi6,5.33,general
4b3u,5.33,general
4giu,5.33,general
4mcd,5.33,general
4mep,5.33,general
4xy9,5.33,general
5cqx,5.33,general
5n8e,5.33,general
5nf9,5.33,general
5nhz,5.33,general
5q12,5.33,general
5zh5,5.33,general
6eb1,5.33,general
6fav,5.33,general
1aqc,5.34,general
1jwu,5.34,general
1k06,5.34,general
1k08,5.34,general
2qnb,5.34,general
3atv,5.34,general
3efs,5.34,general
3kqt,5.34,general
3nrz,5.34,general
3qiy,5.34,general
3v3v,5.34,general
3vb5,5.34,general
3vv7,5.34,general
3zyr,5.34,general
4j06,5.34,general
4mg5,5.34,general
4o78,5.34,general
4wrq,5.34,general
5yr6,5.34,general
6ap7,5.34,general
6cd4,5.34,general
1wb0,5.35,general
2gqn,5.35,general
2h13,5.35,general
2ltz,5.35,general
2xyu,5.35,general
3bc4,5.35,general
3e9b,5.35,general
3g8e,5.35,general
3r8i,5.35,general
3v2x,5.35,general
4b9h,5.35,general
4blb,5.35,general
4ef4,5.35,general
4ep2,5.35,general
4ie2,5.35,general
4k6w,5.35,general
4k76,5.35,general
4lkd,5.35,general
4rcp,5.35,general
4wgi,5.35,general
4yef,5.35,general
4yx9,5.35,general
5jnn,5.35,general
5l26,5.35,general
5llm,5.35,general
6an1,5.35,general
6tld,5.35,general
1oy7,5.36,general
1w6y,5.36,general
1yvz,5.36,general
2nng,5.36,general
2qaf,5.36,general
2qlj,5.36,general
2qn3,5.36,general
3ncq,5.36,general
3u3z,5.36,general
4c1d,5.36,general
4el9,5.36,general
4hby,5.36,general
4kod,5.36,general
4pyq,5.36,general
4qwi,5.36,general
5drt,5.36,general
5eou,5.36,general
5obr,5.36,general
5ol3,5.36,general
5q0l,5.36,general
5t4e,5.36,general
6afe,5.36,general
6cer,5.36,general
6chq,5.36,general
6erv,5.36,general
6erw,5.36,general
6fu1,5.36,general
6gu3,5.36,general
6m8b,5.36,general
6os5,5.36,general
6p7q,5.36,general
6uyz,5.36,general
2glm,5.37,general
2h2d,5.37,general
2hj4,5.37,general
2oc1,5.37,general
3chf,5.37,general
3lqj,5.37,general
3wmb,5.37,general
4dpy,5.37,general
4du8,5.37,general
4el5,5.37,general
4g0k,5.37,general
4lke,5.37,general
4lkf,5.37,general
4oow,5.37,general
4xc2,5.37,general
5cdh,5.37,general
5dpw,5.37,general
5etn,5.37,general
5jdi,5.37,general
5uci,5.37,general
6aee,5.37,general
6ap6,5.37,general
6cb5,5.37,general
6e5g,5.37,general
6g15,5.37,general
6imr,5.37,general
1hs6,5.38,general
1ke0,5.38,general
1thr,5.38,general
2h2j,5.38,general
2lty,5.38,general
2m0o,5.38,general
2ohu,5.38,general
2qhd,5.38,general
2vd7,5.38,general
2xke,5.38,general
3e85,5.38,general
3sw9,5.38,general
3tww,5.38,general
3ud8,5.38,general
3zyb,5.38,general
4ebv,5.38,general
4hlw,5.38,general
4kz0,5.38,general
4qvw,5.38,general
4umq,5.38,general
6baw,5.38,general
6g8m,5.38,general
6n8y,5.38,general
6pyb,5.38,general
1hy7,5.39,general
1kyn,5.39,general
1uyi,5.39,general
2ltx,5.39,general
2v22,5.39,general
2wic,5.39,general
2xpa,5.39,general
3e37,5.39,general
3fc8,5.39,general
3fzc,5.39,general
3hxb,5.39,general
3so6,5.39,general
3tgs,5.39,general
3vjt,5.39,general
4btm,5.39,general
4hxr,5.39,general
4hxs,5.39,general
4z88,5.39,general
5e1d,5.39,general
5exx,5.39,general
5i83,5.39,general
5kbi,5.39,general
6f08,5.39,general
1bq3,5.4,general
1mxu,5.4,general
1my3,5.4,general
1nym,5.4,general
1ow6,5.4,general
1ow7,5.4,general
1ow8,5.4,general
1t1r,5.4,general
1tv6,5.4,general
1uu9,5.4,general
1uvs,5.4,general
1yi3,5.4,general
2g24,5.4,general
2wzz,5.4,general
3arr,5.4,general
3gwx,5.4,general
3ken,5.4,general
3l6h,5.4,general
3m57,5.4,general
3pch,5.4,general
3pma,5.4,general
3qcl,5.4,general
3rk5,5.4,general
4aph,5.4,general
4jlh,5.4,general
4nwd,5.4,general
4ozn,5.4,general
4rqz,5.4,general
5anq,5.4,general
5fjw,5.4,general
5jiq,5.4,general
5lax,5.4,general
5m2v,5.4,general
5o1i,5.4,general
5yid,5.4,general
6bj2,5.4,general
6c3u,5.4,general
6s43,5.4,general
1dzm,5.41,general
1u2r,5.41,general
1xxe,5.41,general
1y3a,5.41,general
2aia,5.41,general
2mps,5.41,general
3arn,5.41,general
3gqo,5.41,general
3kai,5.41,general
3tjh,5.41,general
4dro,5.41,general
4drp,5.41,general
4fgt,5.41,general
4kmd,5.41,general
4lwt,5.41,general
4m3d,5.41,general
5a4l,5.41,general
5etm,5.41,general
5ey9,5.41,general
5lt6,5.41,general
5m7t,5.41,general
5mqx,5.41,general
5mym,5.41,general
5u5t,5.41,general
5xs8,5.41,general
5yv5,5.41,general
6aff,5.41,general
6mil,5.41,general
1abf,5.42,general
1gja,5.42,general
1h9z,5.42,general
1nu8,5.42,general
1p28,5.42,general
1r5n,5.42,general
1xot,5.42,general
2a3w,5.42,general
2qnz,5.42,general
2wa8,5.42,general
3l4t,5.42,general
3ob1,5.42,general
3qci,5.42,general
3rl4,5.42,general
4uxj,5.42,general
5ab1,5.42,general
5iz9,5.42,general
5zdg,5.42,general
6cjh,5.42,general
6d8v,5.42,general
6mso,5.42,general
6n96,5.42,general
6ott,5.42,general
1fq7,5.43,general
1fw0,5.43,general
1y98,5.43,general
2qln,5.43,general
2qu2,5.43,general
3ivv,5.43,general
3k0k,5.43,general
3k5f,5.43,general
3qlc,5.43,general
3s7f,5.43,general
4b60,5.43,general
4ofb,5.43,general
4p2t,5.43,general
4pnc,5.43,general
4tmp,5.43,general
4xta,5.43,general
5agr,5.43,general
5e1o,5.43,general
5ksx,5.43,general
6a6w,5.43,general
6afd,5.43,general
6oag,5.43,general
6q9y,5.43,general
1a4q,5.44,general
1dzp,5.44,general
1ijr,5.44,general
3ggc,5.44,general
3gs7,5.44,general
3p2h,5.44,general
3pty,5.44,general
3run,5.44,general
4bdk,5.44,general
4fli,5.44,general
4j26,5.44,general
4mgb,5.44,general
4osf,5.44,general
4qz1,5.44,general
4rsp,5.44,general
4tju,5.44,general
5tbn,5.44,general
5uxm,5.44,general
6buu,5.44,general
6csf,5.44,general
6d1u,5.44,general
6fau,5.44,general
6tl2,5.44,general
3my1,5.45,general
4mp2,5.45,general
6om4,5.45,general
1anf,5.46,general
1lf8,5.46,general
1lv8,5.46,general
1nnk,5.46,general
2cn8,5.46,general
2fie,5.46,general
2gg9,5.46,general
2y4k,5.46,general
3gbq,5.46,general
3piz,5.46,general
3s22,5.46,general
4gw5,5.46,general
4jft,5.46,general
4kot,5.46,general
4mvn,5.46,general
4qz0,5.46,general
4zly,5.46,general
5dtw,5.46,general
5owa,5.46,general
5ty8,5.46,general
5xag,5.46,general
5ye7,5.46,general
6ak4,5.46,general
6dcy,5.46,general
1nlo,5.47,general
1o2s,5.47,general
2hf8,5.47,general
2hz4,5.47,general
2y7p,5.47,general
3pd2,5.47,general
3t3y,5.47,general
4j77,5.47,general
4jmu,5.47,general
4n7j,5.47,general
4rrq,5.47,general
4x3e,5.47,general
4xcb,5.47,general
5fb0,5.47,general
5gu4,5.47,general
5o4s,5.47,general
6dgo,5.47,general
6gfm,5.47,general
6i74,5.47,general
1uh1,5.48,general
2co0,5.48,general
2nww,5.48,general
2qic,5.48,general
2qyk,5.48,general
2wxd,5.48,general
3d2r,5.48,general
3m58,5.48,general
3qch,5.48,general
3vp1,5.48,general
4c5w,5.48,general
4d2r,5.48,general
4ie4,5.48,general
4ifi,5.48,general
4n7h,5.48,general
4oq6,5.48,general
4qfg,5.48,general
4tmf,5.48,general
4x8p,5.48,general
4y6r,5.48,general
4ycu,5.48,general
5alx,5.48,general
5ii1,5.48,general
5iv4,5.48,general
5jnc,5.48,general
5lkr,5.48,general
5mav,5.48,general
5vwk,5.48,general
5xvw,5.48,general
5yib,5.48,general
5zxk,5.48,general
6fgc,5.48,general
6grp,5.48,general
1tys,5.49,general
1uef,5.49,general
2ioa,5.49,general
2qtr,5.49,general
2r3y,5.49,general
3bmq,5.49,general
3h0b,5.49,general
3mvj,5.49,general
3sgx,5.49,general
3t3g,5.49,general
3tz4,5.49,general
4f6s,5.49,general
4knx,5.49,general
4lv3,5.49,general
4tq3,5.49,general
4u7v,5.49,general
4uvb,5.49,general
4zs2,5.49,general
5tg2,5.49,general
5tq1,5.49,general
5w6u,5.49,general
5xzr,5.49,general
6a5e,5.49,general
6af9,5.49,general
6afa,5.49,general
6cen,5.49,general
6f29,5.49,general
6g91,5.49,general
6h7d,5.49,general
2ajb,5.5,general
2y58,5.5,general
3c1n,5.5,general
3lfn,5.5,general
4nni,5.5,general
4rt0,5.5,general
4ura,5.5,general
6bw4,5.5,general
6gr7,5.5,general
6hm6,5.5,general
6hpg,5.5,general
6hs0,5.5,general
6izq,5.5,general
6s0e,5.5,general
1b2i,5.51,general
1ggn,5.51,general
1t08,5.51,general
1xh3,5.51,general
2gc8,5.51,general
2uym,5.51,general
2wqp,5.51,general
3cn0,5.51,general
3qtq,5.51,general
3qts,5.51,general
3u51,5.51,general
3vgc,5.51,general
4i9c,5.51,general
4qwu,5.51,general
4qz3,5.51,general
4wz5,5.51,general
5h8x,5.51,general
5iza,5.51,general
5lpk,5.51,general
5zu0,5.51,general
